0;0;0;0;land;false;unknown;0
1;61;203;238;land;false;urban;1
2;139;208;161;land;false;desert;1
3;234;224;199;land;false;plains;1
4;210;198;243;land;true;plains;1
5;89;242;171;land;true;mountain;1
6;199;193;245;land;false;plains;1
7;246;77;244;land;false;plains;1
8;250;62;200;land;false;forest;1
9;204;224;85;land;false;desert;1
10;172;252;194;land;false;urban;1
11;185;181;196;land;true;desert;1
12;166;155;180;land;false;plains;1
13;85;226;207;land;false;mountain;1
14;188;183;212;land;false;plains;1
15;83;246;178;land;false;plains;1
16;223;125;220;land;false;plains;1
17;235;100;228;land;false;forest;1
18;104;201;212;land;false;plains;1
19;63;239;217;land;false;desert;1
20;194;245;210;land;false;desert;1
21;226;232;250;land;false;urban;1
22;221;238;82;land;false;plains;1
23;183;153;251;land;false;mountain;1
24;246;184;213;land;false;plains;1
25;235;193;198;land;false;plains;1
26;96;245;171;land;false;mountain;1
27;118;246;216;land;false;urban;1
28;248;96;197;land;false;plains;1
29;230;235;102;land;false;plains;1
30;204;178;226;land;false;desert;1
31;247;197;234;land;false;mountain;1
32;190;99;227;land;false;plains;1
33;195;137;243;land;false;forest;1
34;245;200;191;land;true;plains;1
35;217;107;188;land;true;plains;1
36;235;169;175;land;false;plains;1
37;166;155;207;land;false;urban;1
38;180;233;172;land;false;plains;1
39;207;191;109;land;true;plains;1
40;196;160;215;land;false;plains;1
41;156;226;123;land;false;mountain;1
42;128;196;213;land;false;mountain;1
43;125;233;234;land;false;urban;1
44;170;140;229;land;false;plains;1
45;213;210;156;land;false;plains;1
46;242;197;164;land;false;forest;1
47;234;229;253;land;false;desert;1
48;78;246;198;land;false;forest;1
49;210;166;183;land;false;plains;1
50;240;235;142;land;false;mountain;1
51;220;203;200;land;false;plains;1
52;157;243;193;land;false;mountain;1
53;248;230;82;land;true;plains;1
54;136;218;231;land;false;urban;1
55;123;217;249;land;false;desert;1
56;155;148;242;land;true;plains;1
57;204;232;125;land;false;mountain;1
58;99;218;209;land;false;plains;1
59;242;162;250;land;false;desert;1
60;188;245;162;land;false;forest;1
61;57;223;224;land;true;plains;1
62;140;183;219;land;false;plains;1
63;38;242;233;land;false;desert;1
64;246;84;243;land;false;plains;1
65;124;222;253;land;true;mountain;1
66;243;133;125;land;false;forest;1
67;243;177;128;land;false;plains;1
68;119;233;168;land;false;desert;1
69;231;147;210;land;false;urban;1
70;193;175;185;land;false;mountain;1
71;234;103;173;land;false;urban;1
72;247;165;187;land;false;plains;1
73;219;190;192;land;false;forest;1
74;181;111;235;land;false;urban;1
75;253;58;246;land;false;plains;1
76;120;197;227;land;false;mountain;1
77;106;229;186;land;false;forest;1
78;135;238;237;land;false;desert;1
79;207;192;163;land;true;plains;1
80;250;227;190;land;false;plains;1
81;196;173;163;land;false;plains;1
82;154;251;164;land;false;desert;1
83;199;226;124;land;true;plains;1
84;172;172;189;land;false;urban;1
85;221;130;222;land;false;forest;1
86;149;180;236;land;false;plains;1
87;173;114;240;land;false;forest;1
88;176;182;191;land;false;urban;1
89;219;124;223;land;false;plains;1
90;125;233;175;land;true;plains;1
91;197;179;199;land;false;plains;1
92;207;219;238;land;false;jungle;1
93;159;238;152;land;true;plains;1
94;223;54;246;land;false;plains;1
95;172;198;206;land;true;plains;1
96;226;129;222;land;false;plains;1
97;245;102;222;land;false;plains;1
98;246;124;184;land;true;plains;1
99;154;219;140;land;true;plains;1
100;236;250;206;land;false;forest;1
101;106;247;238;land;false;mountain;1
102;31;247;240;land;true;desert;1
103;154;150;251;land;false;plains;1
104;217;185;173;land;false;plains;1
105;197;241;203;land;false;urban;1
106;139;173;214;land;false;urban;1
107;243;76;202;land;false;plains;1
108;234;140;137;land;false;plains;1
109;150;216;233;land;false;plains;1
110;107;246;184;land;false;plains;1
111;208;129;247;land;false;plains;1
112;210;220;160;land;false;desert;1
113;163;216;197;land;false;plains;1
114;249;237;71;land;false;mountain;1
115;123;222;169;land;false;plains;1
116;248;135;134;land;false;desert;1
117;91;189;221;land;false;urban;1
118;154;155;202;land;false;jungle;1
119;206;156;193;land;false;desert;1
120;245;34;234;land;false;desert;1
121;184;186;213;land;false;forest;1
122;116;195;220;land;false;plains;1
123;166;225;112;land;false;plains;1
124;138;210;222;land;false;forest;1
125;199;234;79;land;false;forest;1
126;182;206;179;land;false;plains;1
127;90;204;211;land;false;plains;1
128;164;191;176;land;true;plains;1
129;207;62;249;land;false;desert;1
130;208;137;174;land;false;desert;1
131;245;229;124;land;false;plains;1
132;147;194;213;land;false;plains;1
133;85;234;199;land;true;plains;1
134;148;168;237;land;false;plains;1
135;214;133;250;land;false;forest;1
136;208;144;156;land;false;forest;1
137;168;182;168;land;false;forest;1
138;71;254;243;land;false;urban;1
139;236;141;239;land;false;desert;1
140;191;220;237;land;true;plains;1
141;227;180;101;land;false;plains;1
142;221;165;174;land;false;jungle;1
143;131;246;194;land;false;jungle;1
144;250;244;245;land;false;plains;1
145;167;230;214;land;false;plains;1
146;178;229;111;land;false;plains;1
147;208;194;124;land;false;mountain;1
148;236;132;145;land;false;plains;1
149;174;196;219;land;false;desert;1
150;170;157;234;land;false;plains;1
151;234;146;228;land;false;plains;1
152;179;192;139;land;false;plains;1
153;226;221;200;land;false;jungle;1
154;220;218;131;land;false;desert;1
155;253;246;197;land;false;plains;1
156;102;213;246;land;false;desert;1
157;251;236;118;land;true;plains;1
158;74;245;182;land;false;urban;1
159;173;191;246;land;true;plains;1
160;230;210;97;land;false;jungle;1
161;130;193;196;land;false;desert;1
162;144;206;204;land;false;plains;1
163;244;163;247;land;true;plains;1
164;221;158;183;land;false;jungle;1
165;243;236;170;land;false;mountain;1
166;187;209;254;land;false;plains;1
167;200;162;140;land;false;plains;1
168;61;214;228;land;true;plains;1
169;215;62;253;land;false;urban;1
170;145;147;222;land;false;forest;1
171;103;252;253;land;true;plains;1
172;125;155;242;land;false;desert;1
173;134;249;172;land;false;plains;1
174;138;201;236;land;false;plains;1
175;178;213;128;land;false;plains;1
176;167;178;196;land;false;mountain;1
177;219;80;250;land;false;desert;1
178;253;43;212;land;false;mountain;1
179;216;101;191;land;false;plains;1
180;217;150;214;land;false;plains;1
181;200;138;226;land;false;plains;1
182;214;216;137;land;false;plains;1
183;214;191;238;land;false;plains;1
184;223;235;238;land;true;plains;1
185;187;71;244;land;true;plains;1
186;224;168;239;land;true;plains;1
187;179;70;252;land;false;plains;1
188;211;221;85;land;false;desert;1
189;178;219;201;land;false;forest;1
190;185;205;236;land;false;desert;1
191;205;165;252;land;false;desert;1
192;84;240;240;land;false;mountain;1
193;157;221;127;land;false;plains;1
194;232;161;244;land;false;forest;1
195;229;231;63;land;false;plains;1
196;177;161;206;land;false;plains;1
197;170;140;250;land;true;plains;1
198;94;246;245;land;false;plains;1
199;198;245;92;land;true;plains;1
200;247;173;138;land;false;urban;1
201;70;218;225;land;false;plains;1
202;232;207;99;land;false;mountain;1
203;172;214;199;land;false;mountain;1
204;253;131;201;land;false;desert;1
205;111;252;234;land;false;plains;1
206;239;180;133;land;false;desert;1
207;114;243;248;land;false;plains;1
208;230;254;210;land;false;plains;1
209;126;242;136;land;false;jungle;1
210;156;150;244;land;false;plains;1
211;196;233;170;land;false;urban;1
212;222;115;180;land;false;plains;1
213;211;210;133;land;false;plains;1
214;173;188;167;land;false;urban;1
215;226;62;242;land;false;plains;1
216;201;175;251;land;true;plains;1
217;96;211;247;land;true;urban;1
218;224;231;122;land;false;plains;1
219;94;241;240;land;false;plains;1
220;152;176;207;land;false;plains;1
221;229;138;208;land;false;plains;1
222;248;226;186;land;true;plains;1
223;235;232;157;land;false;urban;1
224;253;46;210;land;false;plains;1
225;152;225;182;land;false;urban;1
226;182;162;174;land;false;plains;1
227;218;243;206;land;true;plains;1
228;235;172;123;land;false;mountain;1
229;244;252;166;land;true;plains;1
230;233;151;211;land;false;plains;1
231;159;178;224;land;false;urban;1
232;112;236;192;land;false;forest;1
233;205;109;202;land;false;forest;1
234;234;175;147;land;false;mountain;1
235;153;174;215;land;false;mountain;1
236;225;98;198;land;false;desert;1
237;151;239;128;land;false;jungle;1
238;217;221;140;land;true;plains;1
239;242;215;241;land;false;plains;1
240;222;219;186;land;false;desert;1
241;178;171;222;land;false;plains;1
242;243;193;136;land;false;urban;1
243;181;115;229;land;false;plains;1
244;190;248;202;land;false;plains;1
245;238;223;184;land;false;plains;1
246;253;101;170;land;false;desert;1
247;226;65;215;land;false;forest;1
248;77;234;209;land;true;plains;1
249;131;225;223;land;false;plains;1
250;249;83;226;land;false;plains;1
251;55;209;253;land;false;plains;1
252;247;195;237;land;false;plains;1
253;133;178;196;land;false;plains;1
254;218;179;177;land;false;jungle;1
255;237;187;152;land;false;desert;1
256;149;229;172;land;false;mountain;1
257;229;250;158;land;false;desert;1
258;162;195;204;land;false;plains;1
259;70;249;208;land;false;plains;1
260;209;72;232;land;false;plains;1
261;191;201;251;land;false;urban;1
262;208;181;113;land;false;urban;1
263;216;237;54;land;false;plains;1
264;185;159;237;land;false;plains;1
265;211;78;246;land;false;mountain;1
266;241;245;21;land;true;plains;1
267;252;156;194;land;false;desert;1
268;215;238;71;land;false;desert;1
269;159;239;190;land;false;forest;1
270;171;145;220;land;false;forest;1
271;133;162;248;land;false;plains;1
272;241;102;203;land;true;plains;1
273;210;218;209;land;false;plains;1
274;226;153;180;land;false;plains;1
275;215;231;101;land;false;forest;1
276;153;218;141;land;false;plains;1
277;189;130;237;land;true;plains;1
278;229;48;226;land;false;plains;1
279;246;175;159;land;false;forest;1
280;134;222;202;land;false;plains;1
281;246;198;99;land;true;plains;1
282;145;131;229;land;false;mountain;1
283;210;229;229;land;false;plains;1
284;239;224;103;land;false;forest;1
285;145;232;156;land;false;forest;1
286;226;235;102;land;false;forest;1
287;220;189;159;land;false;plains;1
288;190;108;203;land;false;desert;1
289;15;249;246;land;false;forest;1
290;226;189;96;land;false;urban;1
291;95;227;240;land;false;mountain;1
292;254;244;8;land;false;plains;1
293;143;233;128;land;false;mountain;1
294;247;239;233;land;false;desert;1
295;225;132;196;land;false;desert;1
296;226;161;142;land;false;forest;1
297;244;252;21;land;false;jungle;1
298;238;120;206;land;false;urban;1
299;241;199;126;land;true;plains;1
300;254;241;28;land;false;forest;1
301;216;196;109;land;false;plains;1
302;108;197;247;land;false;mountain;1
303;222;186;210;land;false;plains;1
304;240;253;171;land;false;mountain;1
305;230;194;112;land;false;desert;1
306;113;241;156;land;false;plains;1
307;85;240;216;land;false;desert;1
308;194;176;198;land;false;mountain;1
309;166;217;138;land;false;forest;1
310;228;49;250;land;false;forest;1
311;238;179;91;land;false;plains;1
312;192;99;224;land;false;forest;1
313;77;219;225;land;false;mountain;1
314;234;180;100;land;false;plains;1
315;238;130;157;land;false;plains;1
316;204;174;157;land;false;plains;1
317;252;162;110;land;false;plains;1
318;129;222;180;land;false;mountain;1
319;245;191;213;land;true;plains;1
320;168;205;240;land;false;plains;1
321;174;192;206;land;false;plains;1
322;114;170;227;land;false;plains;1
323;158;171;196;land;false;forest;1
324;96;233;249;land;false;plains;1
325;212;151;218;land;false;mountain;1
326;165;204;221;land;false;plains;1
327;100;242;180;land;false;plains;1
328;208;168;125;land;false;mountain;1
329;231;135;155;land;false;plains;1
330;237;155;160;land;false;mountain;1
331;233;176;139;land;false;plains;1
332;153;176;209;land;false;jungle;1
333;238;67;206;land;false;jungle;1
334;183;119;240;land;false;forest;1
335;66;219;216;land;true;plains;1
336;73;224;227;land;false;mountain;1
337;104;240;224;land;false;plains;1
338;141;194;233;land;true;plains;1
339;199;92;228;land;false;plains;1
340;175;191;166;land;false;plains;1
341;232;137;145;land;false;urban;1
342;108;252;173;land;false;forest;1
343;217;158;189;land;false;plains;1
344;217;232;198;land;true;plains;1
345;89;234;245;land;false;forest;1
346;171;225;254;land;false;plains;1
347;161;224;137;land;false;desert;1
348;243;147;175;land;false;forest;1
349;152;227;201;land;false;plains;1
350;236;208;141;land;false;mountain;1
351;234;169;249;land;false;mountain;1
352;103;252;233;land;false;plains;1
353;247;199;237;land;false;mountain;1
354;210;130;209;land;false;urban;1
355;176;243;140;land;false;urban;1
356;67;244;215;land;false;plains;1
357;176;178;217;land;false;desert;1
358;218;217;160;land;false;plains;1
359;136;235;183;land;false;plains;1
360;247;247;21;land;false;desert;1
361;215;205;254;land;false;plains;1
362;167;237;107;land;false;forest;1
363;252;226;89;land;true;plains;1
364;179;237;96;land;true;plains;1
365;189;254;77;land;false;plains;1
366;222;229;191;land;false;plains;1
367;249;124;195;land;false;jungle;1
368;88;241;194;land;false;plains;1
369;233;165;240;land;false;plains;1
370;205;205;200;land;false;plains;1
371;193;227;87;land;false;forest;1
372;195;190;177;land;false;plains;1
373;202;232;104;land;false;desert;1
374;56;221;234;land;false;urban;1
375;254;240;225;land;true;plains;1
376;253;227;253;land;false;plains;1
377;200;202;244;land;true;plains;1
378;197;133;223;land;true;plains;1
379;59;251;239;land;true;plains;1
380;214;158;173;land;true;plains;1
381;158;159;240;land;false;urban;1
382;142;132;251;land;false;plains;1
383;218;188;119;land;false;plains;1
384;96;247;220;land;false;plains;1
385;253;42;228;land;false;plains;1
386;97;250;180;land;false;mountain;1
387;180;152;200;land;false;plains;1
388;242;69;216;land;false;plains;1
389;223;216;159;land;false;plains;1
390;175;124;209;land;true;plains;1
391;232;253;248;land;false;plains;1
392;208;218;233;land;false;plains;1
393;130;233;193;land;false;mountain;1
394;175;207;169;land;true;plains;1
395;226;133;228;land;true;urban;1
396;238;119;175;land;false;mountain;1
397;75;247;228;land;false;forest;1
398;243;143;146;land;false;plains;1
399;164;228;128;land;false;mountain;1
400;241;198;194;land;false;plains;1
401;198;245;133;land;false;plains;1
402;139;227;175;land;false;mountain;1
403;249;238;145;land;false;mountain;1
404;183;115;223;land;false;mountain;1
405;203;215;111;land;false;forest;1
406;139;247;197;land;true;plains;1
407;244;199;67;land;false;mountain;1
408;232;137;195;land;true;plains;1
409;233;104;208;land;false;plains;1
410;213;120;182;land;true;plains;1
411;167;222;243;land;false;forest;1
412;99;247;208;land;false;plains;1
413;248;125;173;land;false;plains;1
414;59;251;244;land;false;mountain;1
415;143;210;177;land;false;jungle;1
416;232;250;101;land;false;urban;1
417;97;219;221;land;false;urban;1
418;192;195;192;land;false;desert;1
419;237;139;164;land;false;plains;1
420;131;207;194;land;true;plains;1
421;101;164;239;land;true;desert;1
422;203;205;144;land;false;desert;1
423;81;246;180;land;false;plains;1
424;237;247;169;land;true;plains;1
425;189;210;227;land;false;plains;1
426;211;238;190;land;false;mountain;1
427;215;231;183;land;false;urban;1
428;192;180;137;land;false;mountain;1
429;230;224;127;land;false;plains;1
430;254;226;87;land;false;plains;1
431;179;209;251;land;false;plains;1
432;91;178;242;land;true;plains;1
433;149;242;207;land;false;urban;1
434;222;254;26;land;false;desert;1
435;234;116;204;land;false;mountain;1
436;166;138;219;land;true;plains;1
437;208;201;198;land;false;plains;1
438;171;192;234;land;false;plains;1
439;195;117;244;land;false;plains;1
440;126;241;147;land;false;desert;1
441;131;170;209;land;false;urban;1
442;59;227;235;land;false;plains;1
443;225;230;113;land;false;forest;1
444;246;243;30;land;true;urban;1
445;223;224;104;land;false;plains;1
446;121;183;254;land;false;plains;1
447;219;244;183;land;false;mountain;1
448;232;225;157;land;false;desert;1
449;216;234;181;land;false;forest;1
450;108;183;231;land;false;plains;1
451;155;165;217;land;false;plains;1
452;219;216;155;land;false;urban;1
453;234;68;242;land;false;forest;1
454;234;174;199;land;false;plains;1
455;160;229;218;land;false;forest;1
456;251;200;118;land;false;desert;1
457;165;250;189;land;false;plains;1
458;131;244;192;land;false;mountain;1
459;227;146;181;land;false;plains;1
460;206;164;147;land;true;plains;1
461;42;243;222;land;false;plains;1
462;204;126;179;land;true;urban;1
463;241;97;251;land;false;forest;1
464;229;186;243;land;false;plains;1
465;173;206;227;land;false;plains;1
466;167;128;226;land;false;forest;1
467;167;230;220;land;false;plains;1
468;244;237;235;land;false;desert;1
469;122;197;246;land;false;jungle;1
470;210;104;244;land;false;plains;1
471;236;239;56;land;false;plains;1
472;200;134;241;land;false;plains;1
473;252;226;69;land;false;jungle;1
474;87;238;239;land;false;mountain;1
475;145;249;145;land;false;plains;1
476;207;198;185;land;true;plains;1
477;238;193;159;land;false;desert;1
478;243;188;224;land;false;plains;1
479;181;157;186;land;false;forest;1
480;244;132;190;land;false;urban;1
481;149;216;146;land;false;plains;1
482;101;244;186;land;false;plains;1
483;237;215;122;land;false;plains;1
484;218;135;191;land;false;jungle;1
485;147;137;251;land;false;urban;1
486;123;207;240;land;false;urban;1
487;225;166;228;land;true;plains;1
488;195;139;204;land;false;mountain;1
489;225;220;162;land;false;mountain;1
490;92;238;247;land;false;mountain;1
491;232;189;124;land;true;plains;1
492;229;197;205;land;false;plains;1
493;111;219;208;land;false;plains;1
494;192;150;220;land;true;plains;1
495;125;208;222;land;false;jungle;1
496;189;239;124;land;false;forest;1
497;171;181;244;land;false;plains;1
498;241;240;68;land;false;plains;1
499;189;237;253;land;false;desert;1
500;143;223;207;land;false;plains;1
501;215;131;223;land;false;mountain;1
502;225;240;200;land;false;mountain;1
503;68;236;248;land;true;plains;1
504;215;241;48;land;false;plains;1
505;243;136;132;land;false;plains;1
506;254;132;191;land;true;plains;1
507;203;209;193;land;false;plains;1
508;223;249;150;land;false;forest;1
509;166;240;242;land;false;desert;1
510;206;144;175;land;false;plains;1
511;243;240;40;land;true;plains;1
512;222;101;245;land;false;forest;1
513;213;217;142;land;true;plains;1
514;231;126;198;land;false;desert;1
515;145;165;230;land;false;plains;1
516;199;184;139;land;false;plains;1
517;197;234;244;land;false;jungle;1
518;252;196;153;land;false;plains;1
519;131;224;163;land;false;plains;1
520;218;194;217;land;false;urban;1
521;243;60;202;land;false;mountain;1
522;211;218;87;land;true;plains;1
523;215;232;64;land;false;plains;1
524;209;243;88;land;false;forest;1
525;183;210;169;land;false;plains;1
526;196;204;214;land;false;desert;1
527;198;193;125;land;false;mountain;1
528;230;221;133;land;false;urban;1
529;213;230;156;land;false;forest;1
530;156;180;245;land;true;plains;1
531;248;227;36;land;false;mountain;1
532;225;194;249;land;false;desert;1
533;236;141;174;land;false;plains;1
534;156;228;224;land;false;plains;1
535;209;213;81;land;false;mountain;1
536;212;214;133;land;false;plains;1
537;161;228;236;land;false;plains;1
538;175;97;234;land;false;mountain;1
539;237;214;233;land;false;plains;1
540;225;102;190;land;false;plains;1
541;210;240;208;land;false;plains;1
542;139;222;149;land;true;plains;1
543;243;153;218;land;false;plains;1
544;229;171;185;land;false;desert;1
545;236;217;194;land;false;desert;1
546;168;243;137;land;false;forest;1
547;82;237;248;land;false;desert;1
548;167;203;134;land;false;desert;1
549;254;149;169;land;false;desert;1
550;216;139;225;land;false;plains;1
551;234;223;234;land;true;plains;1
552;188;192;178;land;false;urban;1
553;205;254;100;land;false;mountain;1
554;235;138;176;land;false;mountain;1
555;212;142;188;land;false;plains;1
556;229;145;132;land;false;forest;1
557;169;209;162;land;false;desert;1
558;150;227;164;land;false;desert;1
559;123;212;193;land;false;urban;1
560;125;194;249;land;false;forest;1
561;228;169;166;land;false;plains;1
562;99;184;220;land;false;mountain;1
563;185;78;240;land;true;plains;1
564;77;246;229;land;true;desert;1
565;167;203;230;land;false;desert;1
566;198;240;108;land;false;desert;1
567;208;147;146;land;false;plains;1
568;201;184;253;land;false;mountain;1
569;115;221;168;land;false;plains;1
570;108;181;242;land;false;forest;1
571;246;246;208;land;true;plains;1
572;227;175;165;land;false;forest;1
573;240;194;155;land;false;plains;1
574;197;188;195;land;false;plains;1
575;232;132;240;land;false;jungle;1
576;228;245;131;land;false;plains;1
577;82;245;192;land;false;plains;1
578;230;237;76;land;false;desert;1
579;167;213;122;land;false;desert;1
580;203;240;87;land;false;desert;1
581;161;157;227;land;false;forest;1
582;145;236;151;land;false;plains;1
583;203;226;92;land;false;forest;1
584;226;205;234;land;true;desert;1
585;206;214;98;land;false;plains;1
586;231;186;89;land;false;plains;1
587;208;245;50;land;false;plains;1
588;216;240;238;land;false;forest;1
589;189;140;178;land;false;desert;1
590;244;244;47;land;false;forest;1
591;253;61;211;land;false;plains;1
592;245;182;196;land;false;mountain;1
593;233;90;189;land;false;plains;1
594;210;253;108;land;false;desert;1
595;175;203;208;land;false;desert;1
596;70;208;249;land;false;plains;1
597;232;206;166;land;true;plains;1
598;35;252;244;land;false;plains;1
599;223;88;244;land;false;plains;1
600;250;247;88;land;true;plains;1
601;146;198;234;land;false;plains;1
602;205;227;146;land;true;plains;1
603;249;24;235;land;false;plains;1
604;195;214;156;land;false;mountain;1
605;236;116;188;land;false;urban;1
606;233;155;165;land;false;jungle;1
607;239;107;159;land;false;plains;1
608;215;112;179;land;false;jungle;1
609;235;253;143;land;false;forest;1
610;232;108;167;land;false;plains;1
611;247;188;181;land;false;desert;1
612;247;96;213;land;false;plains;1
613;131;217;188;land;false;plains;1
614;116;227;245;land;false;plains;1
615;128;220;181;land;false;forest;1
616;223;188;91;land;false;mountain;1
617;207;135;168;land;false;plains;1
618;224;243;77;land;false;plains;1
619;176;246;153;land;false;forest;1
620;185;184;201;land;true;plains;1
621;217;129;238;land;true;plains;1
622;130;211;244;land;false;mountain;1
623;180;225;140;land;true;plains;1
624;188;167;171;land;false;plains;1
625;163;193;207;land;true;plains;1
626;184;133;205;land;false;plains;1
627;248;124;252;land;false;plains;1
628;201;200;108;land;false;plains;1
629;242;209;210;land;false;plains;1
630;117;218;219;land;false;desert;1
631;250;151;143;land;false;urban;1
632;217;224;193;land;false;plains;1
633;99;245;243;land;false;desert;1
634;79;228;216;land;true;plains;1
635;251;87;205;land;false;forest;1
636;230;177;131;land;true;plains;1
637;242;151;180;land;false;plains;1
638;170;162;213;land;false;plains;1
639;177;124;252;land;false;plains;1
640;208;211;245;land;false;mountain;1
641;198;232;213;land;false;plains;1
642;178;112;250;land;false;plains;1
643;216;104;204;land;false;plains;1
644;204;230;199;land;false;desert;1
645;205;226;235;land;false;urban;1
646;153;167;247;land;false;plains;1
647;227;191;187;land;false;mountain;1
648;216;200;226;land;false;plains;1
649;169;227;129;land;true;plains;1
650;196;239;182;land;false;mountain;1
651;158;182;233;land;false;mountain;1
652;121;207;210;land;false;forest;1
