87;air_base;3097.22;10.20;1551.44;3.96;0
87;bunker;3101.00;10.60;1540.00;1.41;0
87;bunker;3113.00;10.00;1551.00;0.80;0
87;bunker;3093.00;9.90;1554.00;2.01;0
87;bunker;3094.00;9.80;1566.00;6.13;0
87;anti_air_building;3106.00;10.00;1551.00;1.41;0
87;anti_air_building;3107.00;10.00;1559.00;5.54;0
87;anti_air_building;3089.00;9.80;1567.00;0.46;0
87;synthetic_refinery;3099.00;10.30;1544.00;3.47;0
87;nuclear_reactor;3099.00;10.80;1539.00;2.52;0
87;rocket_site;3096.00;9.98;1554.00;3.75;0
87;radar_station;3099.00;9.90;1555.00;4.71;0
87;industrial_complex;3103.00;9.90;1561.00;0.96;0
87;industrial_complex;3095.00;9.80;1564.00;5.08;0
87;industrial_complex;3111.00;10.00;1554.00;0.01;0
87;industrial_complex;3089.00;9.90;1556.00;4.13;0
87;industrial_complex;3103.00;10.00;1555.00;5.69;0
87;industrial_complex;3098.00;10.10;1551.00;3.52;0
87;fuel_silo;3103.00;10.05;1543.00;0.49;0
87;supply_node;3091.00;9.80;1559.00;1.68;0
87;supply_node;3094.00;10.55;1549.00;0.92;0
87;supply_node;3107.00;10.00;1545.00;3.85;0
87;supply_node;3092.00;9.80;1566.00;0.16;0
2;floating_harbor;3016.21;9.50;1339.36;-2.82;11846
6;floating_harbor;2854.00;9.50;1551.00;1.18;6598
7;floating_harbor;2861.03;9.50;1552.30;-4.61;9498
12;floating_harbor;3178.00;9.50;1681.00;1.57;9317
13;floating_harbor;3179.14;9.50;1690.63;-4.51;11291
14;floating_harbor;2775.00;9.50;1497.00;0.00;11508
15;floating_harbor;2799.70;9.50;1510.79;-0.24;11535
21;floating_harbor;2881.00;9.50;1380.00;-3.14;11849
22;floating_harbor;2874.13;9.50;1381.05;-3.27;11877
23;floating_harbor;2771.18;9.50;1444.12;-4.12;11600
29;floating_harbor;2825.74;9.50;1536.13;1.11;11548
30;floating_harbor;2766.14;9.50;1461.37;1.37;11616
31;floating_harbor;2859.86;9.50;1374.37;-1.37;9853
37;floating_harbor;3003.50;9.50;1626.40;-1.95;6393
44;floating_harbor;3103.18;9.50;1324.12;-4.12;11767
47;floating_harbor;3192.00;9.50;1315.00;-0.90;7127
56;floating_harbor;2912.05;9.50;1594.95;0.79;11360
58;floating_harbor;2931.00;9.50;1617.00;1.57;11366
59;floating_harbor;2930.00;9.50;1608.00;0.91;6349
61;floating_harbor;2982.70;9.50;1606.79;-0.24;11305
62;floating_harbor;3017.95;9.50;1614.95;-0.79;9388
63;floating_harbor;3059.80;9.50;1617.60;0.64;11372
85;floating_harbor;3111.82;9.50;1613.88;-0.98;362
99;floating_harbor;2963.26;9.50;1619.87;-2.03;11251
110;floating_harbor;2972.74;9.50;1710.87;-4.25;11151
111;floating_harbor;3164.79;9.50;1725.36;-3.46;11211
114;floating_harbor;2930.14;9.50;1313.63;-4.51;11874
115;floating_harbor;3018.13;9.50;1294.26;-0.46;10074
116;floating_harbor;3022.05;9.50;1254.95;0.79;12003
117;floating_harbor;3016.53;9.50;1338.63;-4.04;9826
119;floating_harbor;2708.13;9.50;1634.26;-0.46;3379
120;floating_harbor;2705.13;9.50;1661.74;-2.68;11266
121;floating_harbor;2758.37;9.50;1662.86;-0.20;11378
122;floating_harbor;2717.40;9.50;1556.50;-3.52;11361
123;floating_harbor;2721.05;9.50;1553.95;0.79;11406
125;floating_harbor;2822.00;9.50;1598.00;-1.11;3287
126;floating_harbor;2819.00;9.50;1562.00;-1.49;11374
127;floating_harbor;2819.00;9.50;1562.00;-1.29;13070
129;floating_harbor;2804.64;9.50;1591.21;-1.25;9322
131;floating_harbor;2733.14;9.50;1628.37;1.37;11332
134;floating_harbor;2656.05;9.50;1625.95;0.79;11371
135;floating_harbor;2644.80;9.50;1597.60;0.64;11334
137;floating_harbor;3311.00;9.50;1427.00;1.57;11649
138;floating_harbor;3020.15;9.50;1623.10;-2.98;11376
140;floating_harbor;2981.18;9.50;1684.12;-4.12;6310
145;floating_harbor;3128.95;9.50;1747.95;-0.79;9228
162;floating_harbor;2971.30;9.50;1369.21;-3.39;11833
165;floating_harbor;2862.90;9.50;1368.15;-1.41;9824
167;floating_harbor;2809.26;9.50;1314.87;-2.03;9896
168;floating_harbor;2786.13;9.50;1269.74;-2.68;10109
182;floating_harbor;3167.21;9.50;1240.70;1.33;12058
187;floating_harbor;3219.30;9.50;1301.47;-2.48;8435
208;floating_harbor;3253.85;9.50;1737.90;0.17;11186
